time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot
1644933600,1.35425,1.35521,1.34863,1.34899,-1.2271980108127803e+308,-8.795178793528926e+307,NaN,-1.2271980108127803e+308,NaN,NaN,-1.2271980108127803e+308,-8.795178793528926e+307,NaN,-1.2271980108127803e+308,NaN,NaN
1644937200,1.34899,1.35308,1.34862,1.35211,NaN,6.892693567111133e+307,NaN,NaN,NaN,NaN,NaN,6.892693567111133e+307,NaN,NaN,NaN,NaN
1644940800,1.35211,1.35415,1.35205,1.35396,8.673221490284936e+307,-1.0350693995735848e+308,NaN,NaN,NaN,NaN,8.673221490284936e+307,-1.0350693995735848e+308,NaN,NaN,NaN,NaN
1644944400,1.35396,1.3541,1.35204,1.35318,-6.79711684954053e+307,1.1990184921624598e+308,NaN,-6.79711684954053e+307,NaN,NaN,-6.79711684954053e+307,1.1990184921624598e+308,NaN,-6.79711684954053e+307,NaN,NaN
1644948000,1.35318,1.35378,1.35278,1.35324,1.0207167325493228e+308,NaN,1.0207167325493228e+308,NaN,NaN,NaN,1.0207167325493228e+308,NaN,1.0207167325493228e+308,NaN,NaN,NaN
1644951600,1.35324,1.354,1.35296,1.35347,-1.1823924444974143e+308,-8.474062752582962e+307,NaN,-1.1823924444974143e+308,NaN,NaN,-1.1823924444974143e+308,-8.474062752582962e+307,NaN,-1.1823924444974143e+308,NaN,NaN
1644955200,1.35347,1.35416,1.35301,1.35367,NaN,6.641038140691272e+307,NaN,NaN,NaN,NaN,NaN,6.641038140691272e+307,NaN,NaN,NaN,NaN
1644958800,1.35367,1.35431,1.35316,1.35317,8.356558166822213e+307,-9.972785376140837e+307,NaN,NaN,NaN,NaN,8.356558166822213e+307,-9.972785376140837e+307,NaN,NaN,NaN,NaN
1644962400,1.35317,1.35415,1.35241,1.35399,-6.548950973233677e+307,1.1552417730913831e+308,NaN,-6.548950973233677e+307,NaN,NaN,-6.548950973233677e+307,1.1552417730913831e+308,NaN,-6.548950973233677e+307,NaN,NaN
1644966000,1.35399,1.35441,1.3536299999999999,1.35402,9.834498930935186e+307,NaN,9.834498930935186e+307,NaN,NaN,NaN,9.834498930935186e+307,NaN,9.834498930935186e+307,NaN,NaN,NaN
1644969600,1.35402,1.3545099999999999,1.35394,1.35438,-1.1392227501074852e+308,-8.164670806641036e+307,NaN,-1.1392227501074852e+308,NaN,NaN,-1.1392227501074852e+308,-8.164670806641036e+307,NaN,-1.1392227501074852e+308,NaN,NaN
1644973200,1.35438,1.35472,1.35388,1.35467,1.4461748728583939e+308,6.398570770149705e+307,1.4461748728583939e+308,NaN,NaN,NaN,1.4461748728583939e+308,6.398570770149705e+307,1.4461748728583939e+308,NaN,NaN,NaN
1644976800,1.35467,1.35496,1.35406,1.35431,NaN,-9.608674374833356e+307,NaN,NaN,NaN,NaN,NaN,-9.608674374833356e+307,NaN,NaN,NaN,NaN
1644980400,1.35431,1.35444,1.35392,1.35397,-9.606338830009848e+307,1.1130633622575476e+308,NaN,NaN,NaN,NaN,-9.606338830009848e+307,1.1130633622575476e+308,NaN,NaN,NaN,NaN
1644984000,1.35397,1.35457,1.35384,1.35442,7.528391566731486e+307,-1.41296710080998e+308,7.528391566731486e+307,NaN,NaN,NaN,7.528391566731486e+307,-1.41296710080998e+308,7.528391566731486e+307,NaN,NaN,NaN
1644987600,1.35442,1.35532,1.35441,1.35511,-1.1305315785273702e+308,NaN,NaN,-1.1305315785273702e+308,NaN,NaN,-1.1305315785273702e+308,NaN,NaN,-1.1305315785273702e+308,NaN,NaN
1644991200,1.35511,1.35568,1.3548,1.35545,1.3096013360904756e+308,9.385753397311607e+307,1.3096013360904756e+308,NaN,NaN,NaN,1.3096013360904756e+308,9.385753397311607e+307,1.3096013360904756e+308,NaN,NaN,NaN
1644994800,1.35545,1.35626,1.35496,1.35585,NaN,-7.355520971528095e+307,NaN,NaN,NaN,NaN,NaN,-7.355520971528095e+307,NaN,NaN,NaN,NaN
1644998400,1.35585,1.3569,1.35536,1.35663,-9.255606961392483e+307,1.1045717615938434e+308,NaN,NaN,NaN,NaN,-9.255606961392483e+307,1.1045717615938434e+308,NaN,NaN,NaN,NaN
1645002000,1.35663,1.35737,1.35595,1.35625,7.253526512665904e+307,-1.2795296321358672e+308,7.253526512665904e+307,NaN,NaN,NaN,7.253526512665904e+307,-1.2795296321358672e+308,7.253526512665904e+307,NaN,NaN,NaN
1645005600,1.35625,1.35714,1.35536,1.35682,-1.0892553483126757e+308,NaN,NaN,-1.0892553483126757e+308,NaN,NaN,-1.0892553483126757e+308,NaN,NaN,-1.0892553483126757e+308,NaN,NaN
1645009200,1.35682,1.35743,1.35562,1.35581,1.2617871863005556e+308,9.04307520474805e+307,1.2617871863005556e+308,NaN,NaN,NaN,1.2617871863005556e+308,9.04307520474805e+307,1.2617871863005556e+308,NaN,NaN,NaN
1645012800,1.35581,1.35638,1.35434,1.35528,NaN,-7.086967502756097e+307,NaN,NaN,NaN,NaN,NaN,-7.086967502756097e+307,NaN,NaN,NaN,NaN
1645016400,1.35528,1.35612,1.35386,1.35499,-8.917680475329345e+307,1.0642433362883008e+308,NaN,NaN,NaN,NaN,-8.917680475329345e+307,1.0642433362883008e+308,NaN,NaN,NaN,NaN
1645020000,1.35499,1.35839,1.35416,1.35738,6.988696908706336e+307,-1.2328134141498479e+308,6.988696908706336e+307,NaN,NaN,NaN,6.988696908706336e+307,-1.2328134141498479e+308,6.988696908706336e+307,NaN,NaN,NaN
1645023600,1.35738,1.35914,1.35706,1.35796,-1.0494861323319009e+308,NaN,NaN,-1.0494861323319009e+308,NaN,NaN,-1.0494861323319009e+308,NaN,NaN,-1.0494861323319009e+308,NaN,NaN
1645027200,1.35796,1.35846,1.35716,1.3583,1.2157187532086334e+308,8.712908351305364e+307,1.2157187532086334e+308,NaN,NaN,NaN,1.2157187532086334e+308,8.712908351305364e+307,1.2157187532086334e+308,NaN,NaN,NaN
1645030800,1.3583,1.35914,1.35795,1.35804,NaN,-6.828219045195221e+307,NaN,NaN,NaN,NaN,NaN,-6.828219045195221e+307,NaN,NaN,NaN,NaN
1645034400,1.35804,1.35882,1.35756,1.35792,-8.592091841387555e+307,1.0253873204215783e+308,NaN,NaN,NaN,NaN,-8.592091841387555e+307,1.0253873204215783e+308,NaN,NaN,NaN,NaN
1645038000,1.35792,1.36003,1.35704,1.35993,6.733536355933238e+307,-1.187802826864443e+308,6.733536355933238e+307,NaN,NaN,NaN,6.733536355933238e+307,-1.187802826864443e+308,6.733536355933238e+307,NaN,NaN,NaN
1645041600,1.35993,1.3601,1.35908,1.35932,-1.0111689087991553e+308,NaN,NaN,-1.0111689087991553e+308,NaN,NaN,-1.0111689087991553e+308,NaN,NaN,-1.0111689087991553e+308,NaN,NaN
1645045200,1.35932,1.35932,1.35751,1.35835,1.171332299891579e+308,8.394796042212258e+307,1.171332299891579e+308,NaN,NaN,NaN,1.171332299891579e+308,8.394796042212258e+307,1.171332299891579e+308,NaN,NaN,NaN
1645048800,1.35835,1.36035,1.35769,1.35804,NaN,-6.578917613356433e+307,NaN,NaN,NaN,NaN,NaN,-6.578917613356433e+307,NaN,NaN,NaN,NaN
1645052400,1.35804,1.3591199999999999,1.35786,1.35816,-8.278390598886326e+307,9.87949955644841e+307,NaN,NaN,NaN,NaN,-8.278390598886326e+307,9.87949955644841e+307,NaN,NaN,NaN,NaN
1645056000,1.35816,1.35934,1.35808,1.35863,6.487691832820885e+307,-1.144435596914807e+308,6.487691832820885e+307,NaN,NaN,NaN,6.487691832820885e+307,-1.144435596914807e+308,6.487691832820885e+307,NaN,NaN,NaN
1645059600,1.35863,1.35904,1.3581,1.35901,-9.742506647993702e+307,1.4527922688576379e+308,NaN,-9.742506647993702e+307,NaN,NaN,-9.742506647993702e+307,1.4527922688576379e+308,NaN,-9.742506647993702e+307,NaN,NaN
1645063200,1.35901,1.35926,1.35863,1.359,1.1285664164907713e+308,NaN,1.1285664164907713e+308,NaN,NaN,NaN,1.1285664164907713e+308,NaN,1.1285664164907713e+308,NaN,NaN,NaN
1645066800,1.359,1.35975,1.35604,1.35616,-1.4326472972268208e+308,-9.650295442266183e+307,NaN,-1.4326472972268208e+308,NaN,NaN,-1.4326472972268208e+308,-9.650295442266183e+307,NaN,-1.4326472972268208e+308,NaN,NaN
1645070400,1.35616,1.35873,1.35553,1.35716,NaN,7.562839923682927e+307,NaN,NaN,NaN,NaN,NaN,7.562839923682927e+307,NaN,NaN,NaN,NaN
1645074000,1.35716,1.35875,1.35715,1.35836,9.516480765467054e+307,-1.1357046563377869e+308,NaN,NaN,NaN,NaN,9.516480765467054e+307,-1.1357046563377869e+308,NaN,NaN,NaN,NaN
1645077600,1.35836,1.35968,1.35743,1.35844,-7.457970701167857e+307,1.3155937999374794e+308,NaN,-7.457970701167857e+307,NaN,NaN,-7.457970701167857e+307,1.3155937999374794e+308,NaN,-7.457970701167857e+307,NaN,NaN
1645081200,1.35844,1.3596,1.35839,1.3596,1.1199565424653873e+308,NaN,1.1199565424653873e+308,NaN,NaN,NaN,1.1199565424653873e+308,NaN,1.1199565424653873e+308,NaN,NaN,NaN
1645084800,1.3596,1.3601699999999999,1.35674,1.35841,-1.2973512745981484e+308,-9.297958697428274e+307,NaN,-1.2973512745981484e+308,NaN,NaN,-1.2973512745981484e+308,-9.297958697428274e+307,NaN,-1.2973512745981484e+308,NaN,NaN
1645088400,1.35841,1.36085,1.3578,1.36046,NaN,7.286717144190606e+307,NaN,NaN,NaN,NaN,NaN,7.286717144190606e+307,NaN,NaN,NaN,NaN
1645092000,1.36046,1.36138,1.35962,1.3611,9.169029656298747e+307,-1.094239554662377e+308,NaN,NaN,NaN,NaN,9.169029656298747e+307,-1.094239554662377e+308,NaN,NaN,NaN,NaN
1645095600,1.3611,1.36192,1.36039,1.36082,-7.185676745437013e+307,1.267560862524109e+308,NaN,-7.185676745437013e+307,NaN,NaN,-7.185676745437013e+307,1.267560862524109e+308,NaN,-7.185676745437013e+307,NaN,NaN
1645099200,1.36082,1.36284,1.36018,1.36253,1.0790664117027678e+308,NaN,1.0790664117027678e+308,NaN,NaN,NaN,1.0790664117027678e+308,NaN,1.0790664117027678e+308,NaN,NaN,NaN
1645102800,1.36253,1.36285,1.36099,1.36177,-1.2499843802125934e+308,-8.958485929916827e+307,NaN,-1.2499843802125934e+308,NaN,NaN,-1.2499843802125934e+308,-8.958485929916827e+307,NaN,-1.2499843802125934e+308,NaN,NaN
1645106400,1.36177,1.36381,1.36083,1.36155,NaN,7.020675734940672e+307,NaN,NaN,NaN,NaN,NaN,7.020675734940672e+307,NaN,NaN,NaN,NaN
1645110000,1.36155,1.36336,1.36088,1.36202,8.83426414764154e+307,-1.0542883630051723e+308,NaN,NaN,NaN,NaN,8.83426414764154e+307,-1.0542883630051723e+308,NaN,NaN,NaN,NaN
1645113600,1.36202,1.36306,1.3617,1.36224,-6.923324367824187e+307,1.2212816298459433e+308,NaN,-6.923324367824187e+307,NaN,NaN,-6.923324367824187e+307,1.2212816298459433e+308,NaN,-6.923324367824187e+307,NaN,NaN
1645117200,1.36224,1.36292,1.36203,1.36237,1.0396691985047025e+308,NaN,1.0396691985047025e+308,NaN,NaN,NaN,1.0396691985047025e+308,NaN,1.0396691985047025e+308,NaN,NaN,NaN
1645120800,1.36237,1.36313,1.3623,1.36306,-1.2043468730235993e+308,-8.631407469976756e+307,NaN,-1.2043468730235993e+308,NaN,NaN,-1.2043468730235993e+308,-8.631407469976756e+307,NaN,-1.2043468730235993e+308,NaN,NaN
1645124400,1.36306,1.36315,1.36215,1.3623,NaN,6.764347620448189e+307,NaN,NaN,NaN,NaN,NaN,6.764347620448189e+307,NaN,NaN,NaN,NaN
1645128000,1.3623,1.36238,1.36137,1.3617299999999999,8.51172108236028e+307,-1.0157958078120123e+308,NaN,NaN,NaN,NaN,8.51172108236028e+307,-1.0157958078120123e+308,NaN,NaN,NaN,NaN
1645131600,1.3617299999999999,1.36192,1.36124,1.36155,-6.670550596719483e+307,1.1766920733329245e+308,NaN,-6.670550596719483e+307,NaN,NaN,-6.670550596719483e+307,1.1766920733329245e+308,NaN,-6.670550596719483e+307,NaN,NaN
1645135200,1.36155,1.36185,1.36089,1.36119,1.001710395761212e+308,NaN,1.001710395761212e+308,NaN,NaN,NaN,1.001710395761212e+308,NaN,1.001710395761212e+308,NaN,NaN,NaN
1645138800,1.36119,1.36208,1.36098,1.36143,-1.160375612305678e+308,-8.316270795712711e+307,NaN,-1.160375612305678e+308,NaN,NaN,-1.160375612305678e+308,-8.316270795712711e+307,NaN,-1.160375612305678e+308,NaN,NaN
1645142400,1.36143,1.36169,1.36042,1.36043,NaN,6.517378163834217e+307,NaN,NaN,NaN,NaN,NaN,6.517378163834217e+307,NaN,NaN,NaN,NaN
1645146000,1.36043,1.36181,1.3603,1.3609499999999999,8.200954213400797e+307,-9.787086335917347e+307,NaN,NaN,NaN,NaN,8.200954213400797e+307,-9.787086335917347e+307,NaN,NaN,NaN,NaN
1645149600,1.3609499999999999,1.36104,1.35997,1.36049,-6.427005712774166e+307,1.1337305021276668e+308,NaN,-6.427005712774166e+307,NaN,NaN,-6.427005712774166e+307,1.1337305021276668e+308,NaN,-6.427005712774166e+307,NaN,NaN
1645153200,1.36049,1.36127,1.36048,1.3612,9.651374864420834e+307,-1.4392027938482346e+308,9.651374864420834e+307,NaN,NaN,NaN,9.651374864420834e+307,-1.4392027938482346e+308,9.651374864420834e+307,NaN,NaN,NaN
1645156800,1.3612,1.36138,1.36083,1.36083,-1.118009762630399e+308,NaN,NaN,-1.118009762630399e+308,NaN,NaN,-1.118009762630399e+308,NaN,NaN,-1.118009762630399e+308,NaN,NaN
1645160400,1.36083,1.36117,1.36048,1.36094,1.4192462590603222e+308,9.560026205874145e+307,1.4192462590603222e+308,NaN,NaN,NaN,1.4192462590603222e+308,9.560026205874145e+307,1.4192462590603222e+308,NaN,NaN,NaN
1645164000,1.36094,1.36197,1.36065,1.36184,NaN,-7.492096826857514e+307,NaN,NaN,NaN,NaN,NaN,-7.492096826857514e+307,NaN,NaN,NaN,NaN
1645167600,1.36184,1.36268,1.36128,1.36232,-9.427463236731522e+307,1.1250812311061113e+308,NaN,NaN,NaN,NaN,-9.427463236731522e+307,1.1250812311061113e+308,NaN,NaN,NaN,NaN
1645171200,1.36232,1.36427,1.36184,1.36351,7.388208555101313e+307,-1.3032876847068179e+308,7.388208555101313e+307,NaN,NaN,NaN,7.388208555101313e+307,-1.3032876847068179e+308,7.388208555101313e+307,NaN,NaN,NaN
1645174800,1.36351,1.36368,1.36185,1.36235,-1.1094804256992785e+308,NaN,NaN,-1.1094804256992785e+308,NaN,NaN,-1.1094804256992785e+308,NaN,NaN,-1.1094804256992785e+308,NaN,NaN
1645178400,1.36235,1.36289,1.36109,1.36116,1.285215800654283e+308,9.210985232559464e+307,1.285215800654283e+308,NaN,NaN,NaN,1.285215800654283e+308,9.210985232559464e+307,1.285215800654283e+308,NaN,NaN,NaN
1645182000,1.36116,1.36218,1.36107,1.36169,NaN,-7.218556910512164e+307,NaN,NaN,NaN,NaN,NaN,-7.218556910512164e+307,NaN,NaN,NaN,NaN
1645185600,1.36169,1.36257,1.36136,1.36178,-9.08326219866164e+307,1.084003995593717e+308,NaN,NaN,NaN,NaN,-9.08326219866164e+307,1.084003995593717e+308,NaN,NaN,NaN,NaN
1645189200,1.36178,1.36182,1.36011,1.36062,7.118461647552055e+307,-1.2557040492456947e+308,7.118461647552055e+307,NaN,NaN,NaN,7.118461647552055e+307,-1.2557040492456947e+308,7.118461647552055e+307,NaN,NaN,NaN
1645192800,1.36062,1.3612,1.35924,1.36081,-1.068972782799543e+308,NaN,NaN,-1.068972782799543e+308,NaN,NaN,-1.068972782799543e+308,NaN,NaN,-1.068972782799543e+308,NaN,NaN
1645196400,1.36081,1.36118,1.3580699999999999,1.35828,1.2382919780287612e+308,8.874687906430358e+307,1.2382919780287612e+308,NaN,NaN,NaN,1.2382919780287612e+308,8.874687906430358e+307,1.2382919780287612e+308,NaN,NaN,NaN
1645200000,1.35828,1.35937,1.35726,1.35844,NaN,-6.955004062882479e+307,NaN,NaN,NaN,NaN,NaN,-6.955004062882479e+307,NaN,NaN,NaN,NaN
1645203600,1.35844,1.35897,1.35755,1.35828,-8.751628099505589e+307,1.04442650892673e+308,NaN,NaN,NaN,NaN,-8.751628099505589e+307,1.04442650892673e+308,NaN,NaN,NaN,NaN
1645207200,1.35828,1.35999,1.35823,1.35983,6.858563324215021e+307,-1.2098577142979312e+308,6.858563324215021e+307,NaN,NaN,NaN,6.858563324215021e+307,-1.2098577142979312e+308,6.858563324215021e+307,NaN,NaN,NaN
1645210800,1.35983,1.36061,1.35944,1.36018,-1.0299440926557863e+308,NaN,NaN,-1.0299440926557863e+308,NaN,NaN,-1.0299440926557863e+308,NaN,NaN,-1.0299440926557863e+308,NaN,NaN
1645214400,1.36018,1.3605099999999999,1.35939,1.3597,1.1930813658451514e+308,8.550668951040764e+307,1.1930813658451514e+308,NaN,NaN,NaN,1.1930813658451514e+308,8.550668951040764e+307,1.1930813658451514e+308,NaN,NaN,NaN
1645218000,1.3597,1.36035,1.35801,1.35805,NaN,-6.70107365147582e+307,NaN,NaN,NaN,NaN,NaN,-6.70107365147582e+307,NaN,NaN,NaN,NaN
1645394400,1.3583,1.36,1.3583,1.35921,-8.432102114517953e+307,1.0062940145819504e+308,NaN,NaN,NaN,NaN,-8.432102114517953e+307,1.0062940145819504e+308,NaN,NaN,NaN,NaN
1645398000,1.35921,1.35976,1.3587,1.3591,6.608154008730775e+307,-1.1656852502191873e+308,6.608154008730775e+307,NaN,NaN,NaN,6.608154008730775e+307,-1.1656852502191873e+308,6.608154008730775e+307,NaN,NaN,NaN
1645401600,1.3591,1.36062,1.35852,1.36007,-9.923403580196414e+307,NaN,NaN,-9.923403580196414e+307,NaN,NaN,-9.923403580196414e+307,NaN,NaN,-9.923403580196414e+307,NaN,NaN
1645405200,1.36007,1.36165,1.35988,1.36131,1.1495214139987515e+308,8.238480077402629e+307,1.1495214139987515e+308,NaN,NaN,NaN,1.1495214139987515e+308,8.238480077402629e+307,1.1495214139987515e+308,NaN,NaN,NaN
1645408800,1.36131,1.36174,1.3612,1.36165,-1.4592484082509747e+308,-6.456414356700316e+307,NaN,-1.4592484082509747e+308,NaN,NaN,-1.4592484082509747e+308,-6.456414356700316e+307,NaN,-1.4592484082509747e+308,NaN,NaN
1645412400,1.36165,1.36233,1.36161,1.36194,NaN,9.695537552221373e+307,NaN,NaN,NaN,NaN,NaN,9.695537552221373e+307,NaN,NaN,NaN,NaN
1645416000,1.36194,1.36202,1.36148,1.36192,9.693180893887662e+307,-1.1231255432107407e+308,NaN,NaN,NaN,NaN,9.693180893887662e+307,-1.1231255432107407e+308,NaN,NaN,NaN,NaN
1645419600,1.36192,1.36244,1.36176,1.36187,-7.596448822768813e+307,1.425740435313078e+308,NaN,-7.596448822768813e+307,NaN,NaN,-7.596448822768813e+307,1.425740435313078e+308,NaN,-7.596448822768813e+307,NaN,NaN
1645423200,1.36187,1.36273,1.36179,1.36256,1.1407516735391823e+308,NaN,1.1407516735391823e+308,NaN,NaN,NaN,1.1407516735391823e+308,NaN,1.1407516735391823e+308,NaN,NaN,NaN
1645426800,1.36256,1.36322,1.36244,1.36283,-1.3214402358935882e+308,-9.470601351406732e+307,NaN,-1.3214402358935882e+308,NaN,NaN,-1.3214402358935882e+308,-9.470601351406732e+307,NaN,-1.3214402358935882e+308,NaN,NaN
1645430400,1.36283,1.3638,1.3623399999999999,1.36344,NaN,7.422015463692859e+307,NaN,NaN,NaN,NaN,NaN,7.422015463692859e+307,NaN,NaN,NaN,NaN
1645434000,1.36344,1.36376,1.36289,1.3635599999999999,9.339278381398845e+307,-1.1145571778044727e+308,NaN,NaN,NaN,NaN,9.339278381398845e+307,-1.1145571778044727e+308,NaN,NaN,NaN,NaN
1645437600,1.3635599999999999,1.36385,1.36264,1.36303,-7.319098966844234e+307,1.291096681353452e+308,NaN,-7.319098966844234e+307,NaN,NaN,-7.319098966844234e+307,1.291096681353452e+308,NaN,-7.319098966844234e+307,NaN,NaN
1645441200,1.36303,1.36335,1.36104,1.36191,1.0991023029341295e+308,NaN,1.0991023029341295e+308,NaN,NaN,NaN,1.0991023029341295e+308,NaN,1.0991023029341295e+308,NaN,NaN,NaN
1645444800,1.36191,1.36229,1.36061,1.36145,-1.273193842402525e+308,-9.124825320841128e+307,NaN,-1.273193842402525e+308,NaN,NaN,-1.273193842402525e+308,-9.124825320841128e+307,NaN,-1.273193842402525e+308,NaN,NaN
1645448400,1.36145,1.36154,1.35931,1.36042,NaN,7.151034250292818e+307,NaN,NaN,NaN,NaN,NaN,7.151034250292818e+307,NaN,NaN,NaN,NaN
1645452000,1.36042,1.36174,1.35991,1.36063,8.998297013136775e+307,-1.0738641803400204e+308,NaN,NaN,NaN,NaN,8.998297013136775e+307,-1.0738641803400204e+308,NaN,NaN,NaN,NaN
1645455600,1.36063,1.3617,1.36045,1.36071,-7.051875282289472e+307,1.2439581450567561e+308,NaN,-7.051875282289472e+307,NaN,NaN,-7.051875282289472e+307,1.2439581450567561e+308,NaN,-7.051875282289472e+307,NaN,NaN
1645459200,1.36071,1.36146,1.36048,1.36111,1.0589735700910323e+308,NaN,1.0589735700910323e+308,NaN,NaN,NaN,1.0589735700910323e+308,NaN,1.0589735700910323e+308,NaN,NaN,NaN
1645462800,1.36111,1.36184,1.3603399999999999,1.36163,-1.2267089470266764e+308,-8.791673732892986e+307,NaN,-1.2267089470266764e+308,NaN,NaN,-1.2267089470266764e+308,-8.791673732892986e+307,NaN,-1.2267089470266764e+308,NaN,NaN
1645466400,1.36163,1.3618,1.36033,1.36048,NaN,6.889946686181839e+307,NaN,NaN,NaN,NaN,NaN,6.889946686181839e+307,NaN,NaN,NaN,NaN
1645470000,1.36048,1.36098,1.35971,1.36041,8.669765032156433e+307,-1.0346569030123347e+308,NaN,NaN,NaN,NaN,8.669765032156433e+307,-1.0346569030123347e+308,NaN,NaN,NaN,NaN
1645473600,1.36041,1.36046,1.35958,1.36026,-6.794408057909727e+307,1.1985406584973004e+308,NaN,-6.794408057909727e+307,NaN,NaN,-6.794408057909727e+307,1.1985406584973004e+308,NaN,-6.794408057909727e+307,NaN,NaN
1645477200,1.36026,1.36054,1.35934,1.3595599999999999,1.0203099558226971e+308,NaN,1.0203099558226971e+308,NaN,NaN,NaN,1.0203099558226971e+308,NaN,1.0203099558226971e+308,NaN,NaN,NaN
1645480800,1.3595599999999999,1.36004,1.35911,1.35985,-1.1819212366560786e+308,-8.470685663330108e+307,NaN,-1.1819212366560786e+308,NaN,NaN,-1.1819212366560786e+308,-8.470685663330108e+307,NaN,-1.1819212366560786e+308,NaN,NaN
1645484400,1.35985,1.36011,1.35813,1.35953,NaN,6.638391549653708e+307,NaN,NaN,NaN,NaN,NaN,6.638391549653708e+307,NaN,NaN,NaN,NaN
1645488000,1.35953,1.35996,1.35904,1.3594,8.353227905576793e+307,-9.968811014928494e+307,NaN,NaN,NaN,NaN,8.353227905576793e+307,-9.968811014928494e+307,NaN,NaN,NaN,NaN
1645491600,1.3594,1.35966,1.35805,1.35832,-6.54634108083672e+307,1.154781385354088e+308,NaN,-6.54634108083672e+307,NaN,NaN,-6.54634108083672e+307,1.154781385354088e+308,NaN,-6.54634108083672e+307,NaN,NaN
1645495200,1.35832,1.35923,1.358,1.359,9.830579679731042e+307,NaN,9.830579679731042e+307,NaN,NaN,NaN,9.830579679731042e+307,NaN,9.830579679731042e+307,NaN,NaN,NaN
1645498800,1.359,1.35903,1.3582,1.3586799999999999,-1.1387687462821252e+308,-8.161417016476947e+307,NaN,-1.1387687462821252e+308,NaN,NaN,-1.1387687462821252e+308,-8.161417016476947e+307,NaN,-1.1387687462821252e+308,NaN,NaN
1645502400,1.3586799999999999,1.35911,1.35837,1.35886,1.445598542264263e+308,6.396020807373593e+307,1.445598542264263e+308,NaN,NaN,NaN,1.445598542264263e+308,6.396020807373593e+307,1.445598542264263e+308,NaN,NaN,NaN
1645506000,1.35886,1.35985,1.35877,1.35972,NaN,-9.604845119384951e+307,NaN,NaN,NaN,NaN,NaN,-9.604845119384951e+307,NaN,NaN,NaN,NaN
1645509600,1.35972,1.35977,1.35842,1.35874,-9.602510505324345e+307,1.1126197834892312e+308,NaN,NaN,NaN,NaN,-9.602510505324345e+307,1.1126197834892312e+308,NaN,NaN,NaN,NaN
1645513200,1.35874,1.359,1.3566,1.35665,7.525391347002922e+307,-1.4124040041997584e+308,7.525391347002922e+307,NaN,NaN,NaN,7.525391347002922e+307,-1.4124040041997584e+308,7.525391347002922e+307,NaN,NaN,NaN
1645516800,1.35665,1.35822,1.35559,1.3578999999999999,-1.130081038313621e+308,NaN,NaN,-1.130081038313621e+308,NaN,NaN,-1.130081038313621e+308,NaN,NaN,-1.130081038313621e+308,NaN,NaN
1645520400,1.3578999999999999,1.35966,1.35787,1.35794,1.309079432875125e+308,9.382012980482812e+307,1.309079432875125e+308,NaN,NaN,NaN,1.309079432875125e+308,9.382012980482812e+307,1.309079432875125e+308,NaN,NaN,NaN
1645524000,1.35794,1.3589,1.35439,1.35724,NaN,-7.35258964430674e+307,NaN,NaN,NaN,NaN,NaN,-7.35258964430674e+307,NaN,NaN,NaN,NaN
1645527600,1.35724,1.35813,1.3553,1.35537,-9.251918410609851e+307,1.104131566904e+308,NaN,NaN,NaN,NaN,-9.251918410609851e+307,1.104131566904e+308,NaN,NaN,NaN,NaN
1645531200,1.35537,1.35656,1.35438,1.35455,7.250635832345669e+307,-1.279019713116436e+308,7.250635832345669e+307,NaN,NaN,NaN,7.250635832345669e+307,-1.279019713116436e+308,7.250635832345669e+307,NaN,NaN,NaN
1645534800,1.35455,1.35617,1.35436,1.35518,-1.0888212575302707e+308,NaN,NaN,-1.0888212575302707e+308,NaN,NaN,-1.0888212575302707e+308,NaN,NaN,-1.0888212575302707e+308,NaN,NaN
1645538400,1.35518,1.35551,1.35418,1.35422,1.2612843380127063e+308,9.039471352265672e+307,1.2612843380127063e+308,NaN,NaN,NaN,1.2612843380127063e+308,9.039471352265672e+307,1.2612843380127063e+308,NaN,NaN,NaN
1645542000,1.35422,1.36026,1.35382,1.35904,NaN,-7.084143199645808e+307,NaN,NaN,NaN,NaN,NaN,-7.084143199645808e+307,NaN,NaN,NaN,NaN
1645545600,1.35904,1.36045,1.35862,1.3597299999999999,-8.914126595239823e+307,1.0638192133099446e+308,NaN,NaN,NaN,NaN,-8.914126595239823e+307,1.0638192133099446e+308,NaN,NaN,NaN,NaN
1645549200,1.3597299999999999,1.35979,1.35849,1.3594,6.985911768460027e+307,-1.232322112509388e+308,6.985911768460027e+307,NaN,NaN,NaN,6.985911768460027e+307,-1.232322112509388e+308,6.985911768460027e+307,NaN,NaN,NaN
1645552800,1.3594,1.35977,1.35795,1.35837,-1.0490678904045024e+308,NaN,NaN,-1.0490678904045024e+308,NaN,NaN,-1.0490678904045024e+308,NaN,NaN,-1.0490678904045024e+308,NaN,NaN
1645556400,1.35837,1.35952,1.35757,1.35919,1.215234264144079e+308,8.70943607714202e+307,1.215234264144079e+308,NaN,NaN,NaN,1.215234264144079e+308,8.70943607714202e+307,1.215234264144079e+308,NaN,NaN,NaN
1645560000,1.35919,1.3595,1.35797,1.35837,NaN,-6.825497858696257e+307,NaN,NaN,NaN,NaN,NaN,-6.825497858696257e+307,NaN,NaN,NaN,NaN
1645563600,1.35837,1.35892,1.35797,1.35797,-8.588667715101923e+307,1.0249786823690975e+308,NaN,NaN,NaN,NaN,-8.588667715101923e+307,1.0249786823690975e+308,NaN,NaN,NaN,NaN
